id,file,species,recordist,split
1049895,Regulus_regulus/XC1049895.wav,Regulus regulus,Grzegorz Michalski,train
1049898,Regulus_regulus/XC1049898.wav,Regulus regulus,Grzegorz Michalski,train
1049902,Regulus_regulus/XC1049902.wav,Regulus regulus,Grzegorz Michalski,train
1050329,Regulus_regulus/XC1050329.wav,Regulus regulus,Paul Kelly,train
1050330,Regulus_regulus/XC1050330.wav,Regulus regulus,Paul Kelly,train
1050332,Regulus_regulus/XC1050332.wav,Regulus regulus,Paul Kelly,train
1050704,Regulus_regulus/XC1050704.mp3,Regulus regulus,Kelle Moreau,train
1050759,Regulus_regulus/XC1050759.mp3,Regulus regulus,Mats Rellmar,train
1050781,Regulus_regulus/XC1050781.wav,Regulus regulus,Karol Łanocha,val
1051017,Regulus_regulus/XC1051017.wav,Regulus regulus,Karol Łanocha,train
1052001,Regulus_regulus/XC1052001.wav,Regulus regulus,Karol Łanocha,val
1052496,Regulus_regulus/XC1052496.mp3,Regulus regulus,Denis Dujardin,train
1052968,Regulus_regulus/XC1052968.mp3,Regulus regulus,Susanne Kuijpers,train
1053129,Regulus_regulus/XC1053129.wav,Regulus regulus,Vandousselaere Patrick,train
1053176,Regulus_regulus/XC1053176.wav,Regulus regulus,Bodhuin Maxime,train
1053351,Regulus_regulus/XC1053351.wav,Regulus regulus,Bodhuin Maxime,val
1055800,Regulus_regulus/XC1055800.wav,Regulus regulus,Stanislas Wroza,train
1056224,Regulus_regulus/XC1056224.wav,Regulus regulus,Karol Łanocha,train
1059106,Regulus_regulus/XC1059106.wav,Regulus regulus,Karol Łanocha,test
1059115,Regulus_regulus/XC1059115.wav,Regulus regulus,Karol Łanocha,train
1061242,Regulus_regulus/XC1061242.mp3,Regulus regulus,Lars Edenius,train
1062244,Regulus_regulus/XC1062244.wav,Regulus regulus,Paul Kelly,train
1062330,Regulus_regulus/XC1062330.wav,Regulus regulus,Mark Plummer,test
1062468,Regulus_regulus/XC1062468.mp3,Regulus regulus,Lucien Hueber,train
1062650,Regulus_regulus/XC1062650.mp3,Regulus regulus,Jochanan van den Ende,train
1064695,Regulus_regulus/XC1064695.wav,Regulus regulus,Julien Birard,val
1065072,Regulus_regulus/XC1065072.mp3,Regulus regulus,Paul Driver,train
1065073,Regulus_regulus/XC1065073.mp3,Regulus regulus,Paul Driver,val
1065075,Regulus_regulus/XC1065075.mp3,Regulus regulus,Paul Driver,train
1065077,Regulus_regulus/XC1065077.mp3,Regulus regulus,Paul Driver,train
1067084,Regulus_regulus/XC1067084.wav,Regulus regulus,Adrien Peillon,train
1067087,Regulus_regulus/XC1067087.wav,Regulus regulus,Adrien Peillon,test
1067192,Regulus_regulus/XC1067192.wav,Regulus regulus,Paul Kelly,train
1067663,Regulus_regulus/XC1067663.wav,Regulus regulus,Laura Martin,train
1070289,Regulus_regulus/XC1070289.mp3,Regulus regulus,Noah Telang,train
1070655,Regulus_regulus/XC1070655.wav,Regulus regulus,Abe Bakker,train
1070656,Regulus_regulus/XC1070656.wav,Regulus regulus,Abe Bakker,val
1072322,Regulus_regulus/XC1072322.mp3,Regulus regulus,Lars Edenius,test
1072610,Regulus_regulus/XC1072610.wav,Regulus regulus,Johannes Worona,train
1073934,Regulus_regulus/XC1073934.mp3,Regulus regulus,Olivier SWIFT,train
1073940,Regulus_regulus/XC1073940.mp3,Regulus regulus,Olivier SWIFT,val
1076307,Regulus_regulus/XC1076307.wav,Regulus regulus,Marketa Rusarova,train
1083357,Regulus_regulus/XC1083357.wav,Regulus regulus,David Darrell-Lambert,train
1083905,Regulus_regulus/XC1083905.wav,Regulus regulus,Niclas Backstrom,train
1083933,Regulus_regulus/XC1083933.wav,Regulus regulus,Marketa Rusarova,train
1085870,Regulus_regulus/XC1085870.wav,Regulus regulus,Petter Westberg,train
1086538,Regulus_regulus/XC1086538.wav,Regulus regulus,David Darrell-Lambert,val
1087045,Regulus_regulus/XC1087045.mp3,Regulus regulus,Olivier SWIFT,train
1087848,Regulus_regulus/XC1087848.mp3,Regulus regulus,Icilio MANIACCI,test
1088225,Regulus_regulus/XC1088225.wav,Regulus regulus,Jens Schlüter,train
1088339,Regulus_regulus/XC1088339.wav,Regulus regulus,Esperanza Poveda,val
1096725,Regulus_regulus/XC1096725.wav,Regulus regulus,Norman Schiwora,train
1097174,Regulus_regulus/XC1097174.mp3,Regulus regulus,Lars Edenius,train
1097586,Regulus_regulus/XC1097586.wav,Regulus regulus,Norman Schiwora,train
1097646,Regulus_regulus/XC1097646.wav,Regulus regulus,András Schmidt,train
1097736,Regulus_regulus/XC1097736.wav,Regulus regulus,Norman Schiwora,val
1101602,Regulus_regulus/XC1101602.wav,Regulus regulus,Paul Driver,test
1105533,Regulus_regulus/XC1105533.wav,Regulus regulus,David Darrell-Lambert,test
1105534,Regulus_regulus/XC1105534.wav,Regulus regulus,David Darrell-Lambert,train
1106229,Regulus_regulus/XC1106229.wav,Regulus regulus,Walter Wallner,train
1110956,Regulus_regulus/XC1110956.wav,Regulus regulus,András Schmidt,test
1111298,Regulus_regulus/XC1111298.wav,Regulus regulus,András Schmidt,train
1135314,Regulus_regulus/XC1135314.wav,Regulus regulus,Simon Gillings,train
1135976,Regulus_regulus/XC1135976.wav,Regulus regulus,David Darrell-Lambert,train
1136019,Regulus_regulus/XC1136019.wav,Regulus regulus,David Darrell-Lambert,train
1136027,Regulus_regulus/XC1136027.wav,Regulus regulus,David Darrell-Lambert,train
1139436,Regulus_regulus/XC1139436.wav,Regulus regulus,Walter Wallner,train
1143581,Regulus_regulus/XC1143581.wav,Regulus regulus,Frank Lambert,val
1144827,Regulus_regulus/XC1144827.mp3,Regulus regulus,SonoNatura,train
1145777,Regulus_regulus/XC1145777.mp3,Regulus regulus,Ding Li Yong,train
1146971,Regulus_regulus/XC1146971.wav,Regulus regulus,David Darrell-Lambert,train
1151029,Regulus_regulus/XC1151029.mp3,Regulus regulus,Louis-Marie Gourmelon,train
1151366,Regulus_regulus/XC1151366.mp3,Regulus regulus,Lars Edenius,train
1151367,Regulus_regulus/XC1151367.mp3,Regulus regulus,Lars Edenius,train
1153085,Regulus_regulus/XC1153085.wav,Regulus regulus,Arjun Dutta,train
1153238,Regulus_regulus/XC1153238.wav,Regulus regulus,Arjun Dutta,test
1155778,Regulus_regulus/XC1155778.wav,Regulus regulus,Rafael Costas,test
1158699,Regulus_regulus/XC1158699.wav,Regulus regulus,Nishant Bhagwat,val
1158703,Regulus_regulus/XC1158703.wav,Regulus regulus,Nishant Bhagwat,train
1162036,Regulus_regulus/XC1162036.wav,Regulus regulus,Walter Wallner,test
1163300,Regulus_regulus/XC1163300.mp3,Regulus regulus,Lars Edenius,train
1164821,Regulus_regulus/XC1164821.wav,Regulus regulus,Zsombor Károlyi,test
1174043,Regulus_regulus/XC1174043.wav,Regulus regulus,Frank van der Wielen,train
42290,Serinus_serinus/XC42290.mp3,Serinus serinus,Patrik Åberg,train
98629,Serinus_serinus/XC98629.mp3,Serinus serinus,Jordi Calvet,train
98630,Serinus_serinus/XC98630.mp3,Serinus serinus,Jordi Calvet,val
103796,Serinus_serinus/XC103796.mp3,Serinus serinus,Jarek Matusiak,test
103798,Serinus_serinus/XC103798.mp3,Serinus serinus,Jarek Matusiak,test
134328,Serinus_serinus/XC134328.mp3,Serinus serinus,Fernand DEROUSSEN,val
141326,Serinus_serinus/XC141326.mp3,Serinus serinus,Antony Schubert,train
141628,Serinus_serinus/XC141628.mp3,Serinus serinus,jeroenveeken@gmail.com,train
148452,Serinus_serinus/XC148452.mp3,Serinus serinus,Patrik Åberg,train
148453,Serinus_serinus/XC148453.mp3,Serinus serinus,Patrik Åberg,train
297614,Serinus_serinus/XC297614.mp3,Serinus serinus,Ad Postma,train
312580,Serinus_serinus/XC312580.mp3,Serinus serinus,Benjamin Drillat,train
312589,Serinus_serinus/XC312589.mp3,Serinus serinus,Benjamin Drillat,val
315534,Serinus_serinus/XC315534.mp3,Serinus serinus,Krzysztof Deoniziak,train
366082,Serinus_serinus/XC366082.mp3,Serinus serinus,Marco Dragonetti,train
366084,Serinus_serinus/XC366084.mp3,Serinus serinus,Marco Dragonetti,test
366720,Serinus_serinus/XC366720.mp3,Serinus serinus,Timo Schnabel,train
416605,Serinus_serinus/XC416605.mp3,Serinus serinus,Peter Boesman,train
416643,Serinus_serinus/XC416643.mp3,Serinus serinus,Peter Boesman,train
516331,Serinus_serinus/XC516331.mp3,Serinus serinus,"Olivier SWIFT, Manuel GROSSELET",train
521590,Serinus_serinus/XC521590.mp3,Serinus serinus,Sean Ronayne,val
524575,Serinus_serinus/XC524575.mp3,Serinus serinus,Sean Ronayne,train
559070,Serinus_serinus/XC559070.mp3,Serinus serinus,Jarek Matusiak,train
576906,Serinus_serinus/XC576906.mp3,Serinus serinus,Rick Sharloch,train
607330,Serinus_serinus/XC607330.mp3,Serinus serinus,Jarek Matusiak,val
607332,Serinus_serinus/XC607332.mp3,Serinus serinus,Jarek Matusiak,val
659773,Serinus_serinus/XC659773.mp3,Serinus serinus,Olivier SWIFT,train
661578,Serinus_serinus/XC661578.mp3,Serinus serinus,Frantz Barrault,train
724047,Serinus_serinus/XC724047.mp3,Serinus serinus,"Olivier SWIFT, Sylvain REYT",train
794958,Serinus_serinus/XC794958.mp3,Serinus serinus,Jacobo Ramil Millarengo,train
806387,Serinus_serinus/XC806387.mp3,Serinus serinus,Marcus Fransson,train
812474,Serinus_serinus/XC812474.mp3,Serinus serinus,Romuald Mikusek,test
818665,Serinus_serinus/XC818665.mp3,Serinus serinus,Jorge Leitão,train
897458,Serinus_serinus/XC897458.mp3,Serinus serinus,Jacobo Ramil Millarengo,test
920869,Serinus_serinus/XC920869.mp3,Serinus serinus,Jordi Calvet,test
920970,Serinus_serinus/XC920970.wav,Serinus serinus,Xavier Riera,train
921177,Serinus_serinus/XC921177.wav,Serinus serinus,Esperanza Poveda,train
922181,Serinus_serinus/XC922181.wav,Serinus serinus,Johannes Worona,train
935304,Serinus_serinus/XC935304.wav,Serinus serinus,Tony Rinaud,train
938269,Serinus_serinus/XC938269.mp3,Serinus serinus,Stanislas Wroza,val
940153,Serinus_serinus/XC940153.wav,Serinus serinus,Chèvremont Fabian,train
940647,Serinus_serinus/XC940647.wav,Serinus serinus,Chèvremont Fabian,train
941157,Serinus_serinus/XC941157.wav,Serinus serinus,Chèvremont Fabian,test
942491,Serinus_serinus/XC942491.mp3,Serinus serinus,Jonas Pedersen,train
943506,Serinus_serinus/XC943506.wav,Serinus serinus,Jorge Leitão,train
944724,Serinus_serinus/XC944724.mp3,Serinus serinus,Tim Vochten,train
950650,Serinus_serinus/XC950650.mp3,Serinus serinus,Alexandru Pintilioaie,test
951981,Serinus_serinus/XC951981.wav,Serinus serinus,Jorge Rodal,train
960702,Serinus_serinus/XC960702.mp3,Serinus serinus,Sidney Martin,train
971633,Serinus_serinus/XC971633.mp3,Serinus serinus,Robin et Julien SOURIOU,train
972583,Serinus_serinus/XC972583.wav,Serinus serinus,Pere Josa,train
972860,Serinus_serinus/XC972860.wav,Serinus serinus,Gonzalo Peña Sánchez,train
972880,Serinus_serinus/XC972880.mp3,Serinus serinus,Marcin Przymencki,train
976689,Serinus_serinus/XC976689.mp3,Serinus serinus,Esperanza Poveda,test
977365,Serinus_serinus/XC977365.mp3,Serinus serinus,Esperanza Poveda,train
977367,Serinus_serinus/XC977367.mp3,Serinus serinus,Esperanza Poveda,train
978678,Serinus_serinus/XC978678.wav,Serinus serinus,Nelson Conceição,train
983175,Serinus_serinus/XC983175.wav,Serinus serinus,Jorge Leitão,train
985944,Serinus_serinus/XC985944.wav,Serinus serinus,Théo Treels,train
986391,Serinus_serinus/XC986391.wav,Serinus serinus,Le Louaver Manuel,train
987230,Serinus_serinus/XC987230.wav,Serinus serinus,Pere Josa,train
987231,Serinus_serinus/XC987231.wav,Serinus serinus,Pere Josa,train
988004,Serinus_serinus/XC988004.mp3,Serinus serinus,Dimitri,train
990058,Serinus_serinus/XC990058.mp3,Serinus serinus,Filippo Ceccolini,train
990586,Serinus_serinus/XC990586.mp3,Serinus serinus,Bjorn Alards,train
990919,Serinus_serinus/XC990919.wav,Serinus serinus,João Ferreira Tomás,train
991264,Serinus_serinus/XC991264.mp3,Serinus serinus,Santiago Caballero Carrera,test
991686,Serinus_serinus/XC991686.mp3,Serinus serinus,Johan Willner,train
991856,Serinus_serinus/XC991856.mp3,Serinus serinus,Cureau Hervé,train
991933,Serinus_serinus/XC991933.mp3,Serinus serinus,Olivier SWIFT,test
993686,Serinus_serinus/XC993686.mp3,Serinus serinus,Mikael Calner,test
994999,Serinus_serinus/XC994999.wav,Serinus serinus,David Pennington,val
995000,Serinus_serinus/XC995000.wav,Serinus serinus,David Pennington,val
996534,Serinus_serinus/XC996534.wav,Serinus serinus,Stanislas Wroza,train
997565,Serinus_serinus/XC997565.wav,Serinus serinus,Jordi Calvet,train
999258,Serinus_serinus/XC999258.mp3,Serinus serinus,per-anders svensson,train
1001568,Serinus_serinus/XC1001568.mp3,Serinus serinus,FREDERIC Lionel,val
1002505,Serinus_serinus/XC1002505.mp3,Serinus serinus,Taras Vykhovanets,train
1003652,Serinus_serinus/XC1003652.mp3,Serinus serinus,Francesco Sottile,train
1003848,Serinus_serinus/XC1003848.mp3,Serinus serinus,Thierry THOMAS,train
1003962,Serinus_serinus/XC1003962.wav,Serinus serinus,Luca Forneris,train
1005957,Serinus_serinus/XC1005957.mp3,Serinus serinus,Cedric Mroczko,train
1006440,Serinus_serinus/XC1006440.mp3,Serinus serinus,Maarten Sluijter,train
1007094,Serinus_serinus/XC1007094.mp3,Serinus serinus,Magnus Hellström,train
1016430,Serinus_serinus/XC1016430.wav,Serinus serinus,Gonzalo Peña Sánchez,train
1024815,Serinus_serinus/XC1024815.wav,Serinus serinus,Gonzalo Peña Sánchez,train
1027449,Serinus_serinus/XC1027449.wav,Serinus serinus,Arjun Dutta,val
1033730,Serinus_serinus/XC1033730.mp3,Serinus serinus,Emil Lundahl,train
1044167,Serinus_serinus/XC1044167.wav,Serinus serinus,Karol Łanocha,val
1044555,Serinus_serinus/XC1044555.wav,Serinus serinus,Karol Łanocha,train
1046295,Serinus_serinus/XC1046295.wav,Serinus serinus,Karol Łanocha,train
1046697,Serinus_serinus/XC1046697.mp3,Serinus serinus,Uku Paal,train
1046703,Serinus_serinus/XC1046703.mp3,Serinus serinus,Uku Paal,train
1046972,Serinus_serinus/XC1046972.wav,Serinus serinus,Karol Łanocha,train
1048609,Serinus_serinus/XC1048609.mp3,Serinus serinus,Maarten Sluijter,test
1054267,Serinus_serinus/XC1054267.wav,Serinus serinus,Vincent van der Spek,test
1054983,Serinus_serinus/XC1054983.wav,Serinus serinus,Stanislas Wroza,val
1055410,Serinus_serinus/XC1055410.wav,Serinus serinus,Stanislas Wroza,train
1074570,Serinus_serinus/XC1074570.wav,Serinus serinus,Laura Martin,train
1079267,Serinus_serinus/XC1079267.mp3,Serinus serinus,Marc Anderson,train
1079269,Serinus_serinus/XC1079269.mp3,Serinus serinus,Marc Anderson,val
1079271,Serinus_serinus/XC1079271.mp3,Serinus serinus,Marc Anderson,train
1083687,Serinus_serinus/XC1083687.wav,Serinus serinus,João Ferreira Tomás,train
1085162,Serinus_serinus/XC1085162.wav,Serinus serinus,Jorge Leitão,val
1088148,Serinus_serinus/XC1088148.wav,Serinus serinus,Diego Pastor,train
1088862,Serinus_serinus/XC1088862.wav,Serinus serinus,Pere Josa,train
1088864,Serinus_serinus/XC1088864.wav,Serinus serinus,Pere Josa,test
1090559,Serinus_serinus/XC1090559.wav,Serinus serinus,Xavier Riera,train
1091140,Serinus_serinus/XC1091140.wav,Serinus serinus,João Ferreira Tomás,test
1092390,Serinus_serinus/XC1092390.wav,Serinus serinus,Kalle Nibbenhagen,val
1092768,Serinus_serinus/XC1092768.wav,Serinus serinus,Jordi Calvet,test
1092888,Serinus_serinus/XC1092888.mp3,Serinus serinus,Michael John O Mahony,train
1093966,Serinus_serinus/XC1093966.wav,Serinus serinus,Paul Kelly,train
1094193,Serinus_serinus/XC1094193.mp3,Serinus serinus,Chris Button,train
1094691,Serinus_serinus/XC1094691.wav,Serinus serinus,Denis Dujardin,train
1094881,Serinus_serinus/XC1094881.wav,Serinus serinus,Tobias Larsson,train
1094985,Serinus_serinus/XC1094985.wav,Serinus serinus,Denis Dujardin,test
1097159,Serinus_serinus/XC1097159.wav,Serinus serinus,Nelson Conceição,train
1097162,Serinus_serinus/XC1097162.wav,Serinus serinus,Nelson Conceição,train
1097163,Serinus_serinus/XC1097163.wav,Serinus serinus,Nelson Conceição,train
1097458,Serinus_serinus/XC1097458.wav,Serinus serinus,Jordi Calvet,train
1099197,Serinus_serinus/XC1099197.mp3,Serinus serinus,Uku Paal,val
1100680,Serinus_serinus/XC1100680.mp3,Serinus serinus,Simon S. Christiansen,train
1103124,Serinus_serinus/XC1103124.wav,Serinus serinus,Jens Schöller,test
1103719,Serinus_serinus/XC1103719.wav,Serinus serinus,Aku Kalliomäki,train
1104597,Serinus_serinus/XC1104597.mp3,Serinus serinus,Thierry THOMAS,train
1105754,Serinus_serinus/XC1105754.wav,Serinus serinus,Walter Wallner,val
1106089,Serinus_serinus/XC1106089.wav,Serinus serinus,Grzegorz Michalski,test
1106318,Serinus_serinus/XC1106318.wav,Serinus serinus,Clement Bruneau,train
1107013,Serinus_serinus/XC1107013.wav,Serinus serinus,Burooj Ghani,train
1107556,Serinus_serinus/XC1107556.mp3,Serinus serinus,Jacobo Ramil Millarengo,train
1134292,Serinus_serinus/XC1134292.wav,Serinus serinus,Philippe_Grange,train
1136379,Serinus_serinus/XC1136379.mp3,Serinus serinus,Benjamin Manz,train
1136877,Serinus_serinus/XC1136877.wav,Serinus serinus,Clement Bruneau,train
1138256,Serinus_serinus/XC1138256.wav,Serinus serinus,Tobias Larsson,val
1139049,Serinus_serinus/XC1139049.wav,Serinus serinus,Beatrix Saadi-Varchmin,train
1141467,Serinus_serinus/XC1141467.wav,Serinus serinus,Pablo Guillemaud,val
1142754,Serinus_serinus/XC1142754.wav,Serinus serinus,Walter Wallner,train
1144865,Serinus_serinus/XC1144865.mp3,Serinus serinus,Azens,test
1146912,Serinus_serinus/XC1146912.wav,Serinus serinus,Manuel Grosselet,train
1147005,Serinus_serinus/XC1147005.wav,Serinus serinus,Paul Kelly,train
1150340,Serinus_serinus/XC1150340.mp3,Serinus serinus,Uku Paal,train
1150382,Serinus_serinus/XC1150382.wav,Serinus serinus,Sunny Tseng,test
1150384,Serinus_serinus/XC1150384.wav,Serinus serinus,Sunny Tseng,train
1156510,Serinus_serinus/XC1156510.mp3,Serinus serinus,SWIFT Olivier,train
1158131,Serinus_serinus/XC1158131.mp3,Serinus serinus,Kelle Moreau,val
1158155,Serinus_serinus/XC1158155.mp3,Serinus serinus,Kelle Moreau,val
1158160,Serinus_serinus/XC1158160.mp3,Serinus serinus,Kelle Moreau,train
1158161,Serinus_serinus/XC1158161.mp3,Serinus serinus,Kelle Moreau,test
1164042,Serinus_serinus/XC1164042.wav,Serinus serinus,Zsombor Károlyi,train
116412,Sitta_europaea/XC116412.mp3,Sitta europaea,Buhl Johannes,test
116413,Sitta_europaea/XC116413.mp3,Sitta europaea,Buhl Johannes,train
122183,Sitta_europaea/XC122183.mp3,Sitta europaea,Jarek Matusiak,train
122465,Sitta_europaea/XC122465.mp3,Sitta europaea,Jarek Matusiak,train
127764,Sitta_europaea/XC127764.mp3,Sitta europaea,Lars Lachmann,train
141256,Sitta_europaea/XC141256.mp3,Sitta europaea,Francesco Sottile,train
147728,Sitta_europaea/XC147728.mp3,Sitta europaea,julien Rochefort,train
148605,Sitta_europaea/XC148605.mp3,Sitta europaea,Patrik Åberg,train
148611,Sitta_europaea/XC148611.mp3,Sitta europaea,Patrik Åberg,train
148614,Sitta_europaea/XC148614.mp3,Sitta europaea,Patrik Åberg,train
161550,Sitta_europaea/XC161550.mp3,Sitta europaea,Fernand Deroussen,train
161551,Sitta_europaea/XC161551.mp3,Sitta europaea,Fernand Deroussen,test
268180,Sitta_europaea/XC268180.mp3,Sitta europaea,Albert Lastukhin,train
281679,Sitta_europaea/XC281679.mp3,Sitta europaea,Peter Boesman,train
281680,Sitta_europaea/XC281680.mp3,Sitta europaea,Peter Boesman,train
281682,Sitta_europaea/XC281682.mp3,Sitta europaea,Peter Boesman,train
281686,Sitta_europaea/XC281686.mp3,Sitta europaea,Peter Boesman,train
281687,Sitta_europaea/XC281687.mp3,Sitta europaea,Peter Boesman,train
281688,Sitta_europaea/XC281688.mp3,Sitta europaea,Peter Boesman,train
309215,Sitta_europaea/XC309215.mp3,Sitta europaea,Marc Anderson,train
309226,Sitta_europaea/XC309226.mp3,Sitta europaea,julien Rochefort,train
312629,Sitta_europaea/XC312629.mp3,Sitta europaea,Ad Postma,test
324781,Sitta_europaea/XC324781.mp3,Sitta europaea,Terje Kolaas,val
341924,Sitta_europaea/XC341924.mp3,Sitta europaea,Patrik Åberg,test
343886,Sitta_europaea/XC343886.mp3,Sitta europaea,Patrik Åberg,train
348196,Sitta_europaea/XC348196.mp3,Sitta europaea,Tero Linjama,test
348197,Sitta_europaea/XC348197.mp3,Sitta europaea,Tero Linjama,train
358795,Sitta_europaea/XC358795.mp3,Sitta europaea,Piotr Szczypinski,train
364278,Sitta_europaea/XC364278.mp3,Sitta europaea,Sonnenburg,train
365797,Sitta_europaea/XC365797.mp3,Sitta europaea,Lars Edenius,val
378849,Sitta_europaea/XC378849.mp3,Sitta europaea,Timo Schnabel,train
378850,Sitta_europaea/XC378850.mp3,Sitta europaea,Timo Schnabel,train
378851,Sitta_europaea/XC378851.mp3,Sitta europaea,Timo Schnabel,train
378852,Sitta_europaea/XC378852.mp3,Sitta europaea,Timo Schnabel,train
380078,Sitta_europaea/XC380078.mp3,Sitta europaea,Stanislas Wroza,train
383736,Sitta_europaea/XC383736.mp3,Sitta europaea,Terje Kolaas,val
385854,Sitta_europaea/XC385854.mp3,Sitta europaea,Dries Van de Loock,val
400071,Sitta_europaea/XC400071.mp3,Sitta europaea,Timo Schnabel,train
407885,Sitta_europaea/XC407885.mp3,Sitta europaea,Jarek Matusiak,train
407886,Sitta_europaea/XC407886.mp3,Sitta europaea,Jarek Matusiak,test
407887,Sitta_europaea/XC407887.mp3,Sitta europaea,Jarek Matusiak,train
408074,Sitta_europaea/XC408074.mp3,Sitta europaea,Sonnenburg,val
416631,Sitta_europaea/XC416631.mp3,Sitta europaea,Peter Boesman,train
416632,Sitta_europaea/XC416632.mp3,Sitta europaea,Peter Boesman,train
419200,Sitta_europaea/XC419200.mp3,Sitta europaea,Joost van Bruggen,train
420693,Sitta_europaea/XC420693.mp3,Sitta europaea,Lars Edenius,val
448639,Sitta_europaea/XC448639.mp3,Sitta europaea,Patrik Åberg,test
455199,Sitta_europaea/XC455199.mp3,Sitta europaea,Lars Edenius,test
456525,Sitta_europaea/XC456525.mp3,Sitta europaea,Lars Edenius,train
459808,Sitta_europaea/XC459808.mp3,Sitta europaea,Bodo Sonnenburg,val
461636,Sitta_europaea/XC461636.mp3,Sitta europaea,Jordi Calvet,train
463358,Sitta_europaea/XC463358.mp3,Sitta europaea,Lars Edenius,test
503005,Sitta_europaea/XC503005.mp3,Sitta europaea,Lars Edenius,test
513541,Sitta_europaea/XC513541.mp3,Sitta europaea,Sean Ronayne,train
535704,Sitta_europaea/XC535704.mp3,Sitta europaea,Stanislas Wroza,val
537212,Sitta_europaea/XC537212.mp3,Sitta europaea,Vincent Pourchaire,train
540929,Sitta_europaea/XC540929.mp3,Sitta europaea,Bertrand Dallet,train
541187,Sitta_europaea/XC541187.mp3,Sitta europaea,Rick Sharloch,train
545988,Sitta_europaea/XC545988.mp3,Sitta europaea,Mats Olsson,test
559850,Sitta_europaea/XC559850.mp3,Sitta europaea,Bodo Sonnenburg,train
560468,Sitta_europaea/XC560468.mp3,Sitta europaea,Joost van Bruggen,val
593796,Sitta_europaea/XC593796.mp3,Sitta europaea,Beatrix Saadi-Varchmin,train
599113,Sitta_europaea/XC599113.mp3,Sitta europaea,Lars Edenius,train
602179,Sitta_europaea/XC602179.mp3,Sitta europaea,Simon Elliott,train
602181,Sitta_europaea/XC602181.mp3,Sitta europaea,Simon Elliott,train
602183,Sitta_europaea/XC602183.mp3,Sitta europaea,Simon Elliott,test
602644,Sitta_europaea/XC602644.mp3,Sitta europaea,Uku Paal,train
602645,Sitta_europaea/XC602645.mp3,Sitta europaea,Uku Paal,train
602646,Sitta_europaea/XC602646.mp3,Sitta europaea,Uku Paal,test
619721,Sitta_europaea/XC619721.mp3,Sitta europaea,Peter Boesman,train
623458,Sitta_europaea/XC623458.mp3,Sitta europaea,Peter Boesman,train
625012,Sitta_europaea/XC625012.mp3,Sitta europaea,Bodo Sonnenburg,val
635692,Sitta_europaea/XC635692.mp3,Sitta europaea,Alan Dalton,train
636675,Sitta_europaea/XC636675.mp3,Sitta europaea,djsaaltink,train
639545,Sitta_europaea/XC639545.mp3,Sitta europaea,Marcin Urbański,train
685092,Sitta_europaea/XC685092.mp3,Sitta europaea,W. Agster,val
689777,Sitta_europaea/XC689777.mp3,Sitta europaea,Lars Edenius,val
690112,Sitta_europaea/XC690112.mp3,Sitta europaea,Lars Edenius,train
695529,Sitta_europaea/XC695529.mp3,Sitta europaea,Gianluca Congi,train
697818,Sitta_europaea/XC697818.mp3,Sitta europaea,Lars Edenius,train
697819,Sitta_europaea/XC697819.mp3,Sitta europaea,Lars Edenius,train
699871,Sitta_europaea/XC699871.mp3,Sitta europaea,Lars Edenius,train
700661,Sitta_europaea/XC700661.mp3,Sitta europaea,Francesco Sottile,test
705660,Sitta_europaea/XC705660.mp3,Sitta europaea,Niels Van Doninck,train
706250,Sitta_europaea/XC706250.mp3,Sitta europaea,brickegickel,train
707231,Sitta_europaea/XC707231.mp3,Sitta europaea,Lars Edenius,train
707395,Sitta_europaea/XC707395.mp3,Sitta europaea,Francesco Sottile,train
709147,Sitta_europaea/XC709147.mp3,Sitta europaea,Bodo Sonnenburg,val
709151,Sitta_europaea/XC709151.mp3,Sitta europaea,Francesco Sottile,train
711364,Sitta_europaea/XC711364.mp3,Sitta europaea,Joost van Bruggen,val
713494,Sitta_europaea/XC713494.mp3,Sitta europaea,Elias A. Ryberg,train
713508,Sitta_europaea/XC713508.mp3,Sitta europaea,Frantz Barrault,train
726456,Sitta_europaea/XC726456.mp3,Sitta europaea,Simon Elliott,train
766479,Sitta_europaea/XC766479.mp3,Sitta europaea,Lars Edenius,train
768437,Sitta_europaea/XC768437.mp3,Sitta europaea,Michel Veldt,val
768946,Sitta_europaea/XC768946.mp3,Sitta europaea,Lars Edenius,val
770107,Sitta_europaea/XC770107.mp3,Sitta europaea,Michel Veldt,train
770111,Sitta_europaea/XC770111.wav,Sitta europaea,Michel Veldt,train
775586,Sitta_europaea/XC775586.mp3,Sitta europaea,Jacobo Ramil Millarengo,val
776514,Sitta_europaea/XC776514.mp3,Sitta europaea,Lars Edenius,train
781153,Sitta_europaea/XC781153.mp3,Sitta europaea,Lars Edenius,train
784150,Sitta_europaea/XC784150.mp3,Sitta europaea,Lars Edenius,train
785215,Sitta_europaea/XC785215.mp3,Sitta europaea,Lars Edenius,val
785460,Sitta_europaea/XC785460.wav,Sitta europaea,Bodo Sonnenburg,val
786652,Sitta_europaea/XC786652.mp3,Sitta europaea,Lars Edenius,train
787031,Sitta_europaea/XC787031.wav,Sitta europaea,Alan Dalton,train
787874,Sitta_europaea/XC787874.mp3,Sitta europaea,Lars Edenius,test
788735,Sitta_europaea/XC788735.mp3,Sitta europaea,Jorge Leitão,train
788738,Sitta_europaea/XC788738.mp3,Sitta europaea,Jorge Leitão,train
